value
186.1260076
58.35138605
50.44146149
41.85127651
76.75936677
42.85684538
66.1709387
263.8946824
185.9994618
48.43356459
48.8566198
40.46944381
63.59511387
43.41055325
51.6131044
145.2388019
63.86729587
46.63427553
39.1762377
33.45844593
91.18938613
40.7705562
243.202595
128.5998373
48.9012056
46.04143889
38.61850769
44.50464186
44.77042194
40.24641386
43.42208378
48.55538234
42.33341278
41.32407751
33.25619497
47.08954681
41.39500977
38.73686846
44.15562294
47.84554709
83.40937124
65.00041009
95.30123709
47.54679929
41.70495624
37.48372077
96.99055663
137.1936388
43.27932273
41.75311628
40.69499228
40.2307709
38.8830024
37.53758517
39.89488354
50.76433547
62.39855491
49.53104278
238.280958
44.77514876
42.41199398
82.15348612
39.96869532
54.49518056
223.7323247
126.7486395
125.3542348
50.89003005
48.52309028
129.5136378
50.27607525
52.86081492
