id,name,totalDocks,streetAddress,streetAddress/address2,neighborhood,postalCode,latitude,longitude,loc,entityTitle,@context,@type,@id
312,Allen St & E Houston St,31,Allen St & E Houston St,,Lower East Side,10002,40.722055,-73.989111,"[ -73.98911099999999, 40.722055 ]",allen_st_e_houston_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/allen_st_e_houston_st
313,Washington Ave & Park Ave,23,Washington Ave & Park Ave,,Clinton Hill,11205,40.69610226,-73.96751037,"[ -73.96751037, 40.69610226 ]",washington_ave_park_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/washington_ave_park_ave
314,Montague St & Clinton St,39,Montague St & Clinton St,,Brooklyn Heights,11201,40.69424674,-73.99215922,"[ -73.99215922, 40.69424674 ]",montague_st_clinton_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/montague_st_clinton_st
315,South St & Gouverneur Ln,29,South St & Gouverneur Ln,,Financial District,10005,40.70355377,-74.00670227,"[ -74.00670227000001, 40.70355377 ]",south_st_gouverneur_ln,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/south_st_gouverneur_ln
316,Fulton St & William St,43,Fulton St & William St,,Financial District,10038,40.70955958,-74.00653609,"[ -74.00653609, 40.70955958 ]",fulton_st_william_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/fulton_st_william_st
317,E 6 St & Avenue B,27,E 6 St & Avenue B,,East Village,10009,40.72453734,-73.98185424,"[ -73.98185424, 40.72453734 ]",e_6_st_avenue_b,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/e_6_st_avenue_b
318,E 43 St & Vanderbilt Ave,31,E 43 St & Vanderbilt Ave,,Midtown,10017,40.75320159,-73.9779874,"[ -73.9779874, 40.75320159 ]",e_43_st_vanderbilt_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/e_43_st_vanderbilt_ave
319,Park Pl & Church St,35,Park Pl & Church St,,Tribeca,10007,40.71336124,-74.00937622,"[ -74.00937621999999, 40.71336124 ]",park_pl_church_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/park_pl_church_st
320,Church St & Leonard St,39,Church St & Leonard St,,Tribeca,10013,40.71743998,-74.00583475,"[ -74.00583475000001, 40.71743998 ]",church_st_leonard_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/church_st_leonard_st
321,Cadman Plaza E & Red Cross Pl,27,Cadman Plaza E & Red Cross Pl,,Downtown Brooklyn,11201,40.69991755,-73.98971773,"[ -73.98971773, 40.69991755 ]",cadman_plaza_e_red_cross_pl,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/cadman_plaza_e_red_cross_pl
322,Clinton St & Tillary St,31,Clinton St & Tillary St,,Brooklyn Heights,11201,40.696192,-73.991218,"[ -73.991218, 40.696192 ]",clinton_st_tillary_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/clinton_st_tillary_st
323,Lawrence St & Willoughby St,39,Lawrence St & Willoughby St,,Downtown Brooklyn,11201,40.69236178,-73.98631746,"[ -73.98631746, 40.69236178 ]",lawrence_st_willoughby_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/lawrence_st_willoughby_st
324,DeKalb Ave & Hudson Ave,51,DeKalb Ave & Hudson Ave,,Fort Greene,11201,40.689888,-73.981013,"[ -73.981013, 40.689888 ]",dekalb_ave_hudson_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/dekalb_ave_hudson_ave
325,E 19 St & 3 Ave,35,E 19 St & 3 Ave,,Gramercy,10003,40.73624527,-73.98473765,"[ -73.98473765, 40.73624527 ]",e_19_st_3_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/e_19_st_3_ave
326,E 11 St & 1 Ave,26,E 11 St & 1 Ave,,East Village,10003,40.72953837,-73.98426726,"[ -73.98426726, 40.72953837 ]",e_11_st_1_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/e_11_st_1_ave
327,Vesey Pl & River Terrace,39,Vesey Pl & River Terrace,,Battery Park City,10282,40.7153379,-74.01658354,"[ -74.01658354, 40.7153379 ]",vesey_pl_river_terrace,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/vesey_pl_river_terrace
328,Watts St & Greenwich St,23,Watts St & Greenwich St,,Tribeca,10013,40.72405549,-74.00965965,"[ -74.00965965, 40.72405549 ]",watts_st_greenwich_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/watts_st_greenwich_st
329,Greenwich St & N Moore St,31,Greenwich St & N Moore St,,Tribeca,10013,40.72043411,-74.01020609,"[ -74.01020609, 40.72043411 ]",greenwich_st_n_moore_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/greenwich_st_n_moore_st
330,Reade St & Broadway,39,Reade St & Broadway,,Civic Center,10007,40.71450451,-74.00562789,"[ -74.00562789, 40.71450451 ]",reade_st_broadway,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/reade_st_broadway
331,Pike St & Monroe St,27,Pike St & Monroe St,,Lower East Side,10002,40.71173107,-73.99193043,"[ -73.99193043, 40.71173107 ]",pike_st_monroe_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/pike_st_monroe_st
332,Cherry St,24,Cherry St,,Lower East Side,10002,40.71219906,-73.97948148,"[ -73.97948148, 40.71219906 ]",cherry_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/cherry_st
334,W 20 St & 7 Ave,31,W 20 St & 7 Ave,,Chelsea,10011,40.74238787,-73.99726235,"[ -73.99726235, 40.74238787 ]",w_20_st_7_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/w_20_st_7_ave
335,Washington Pl & Broadway,27,Washington Pl & Broadway,,Greenwich Village,10003,40.72903917,-73.99404649,"[ -73.99404649, 40.72903917 ]",washington_pl_broadway,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/washington_pl_broadway
336,Sullivan St & Washington Sq,36,Sullivan St & Washington Sq,,Greenwich Village,10012,40.73047747,-73.99906065,"[ -73.99906065, 40.73047747 ]",sullivan_st_washington_sq,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/sullivan_st_washington_sq
337,Old Slip & Front St,37,Old Slip & Front St,,Financial District,10005,40.7037992,-74.00838676,"[ -74.00838675999999, 40.7037992 ]",old_slip_front_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/old_slip_front_st
339,Avenue D & E 12 St,24,Avenue D & E 12 St,,East Village,10009,40.72580614,-73.97422494,"[ -73.97422494, 40.72580614 ]",avenue_d_e_12_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/avenue_d_e_12_st
340,Madison St & Clinton St,27,Madison St & Clinton St,,Lower East Side,10002,40.71269042,-73.98776323,"[ -73.98776323, 40.71269042 ]",madison_st_clinton_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/madison_st_clinton_st
341,Stanton St & Mangin St,19,Stanton St & Mangin St,,Lower East Side,10002,40.71782143,-73.97628939,"[ -73.97628939000001, 40.71782143 ]",stanton_st_mangin_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/stanton_st_mangin_st
342,Columbia St & Rivington St,29,Columbia St & Rivington St,,Lower East Side,10002,40.71739973,-73.98016555,"[ -73.98016555, 40.71739973 ]",columbia_st_rivington_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/columbia_st_rivington_st
343,Clinton Ave & Flushing Ave,23,Clinton Ave & Flushing Ave,,Navy Yard,11251,40.69794,-73.96986848,"[ -73.96986848, 40.69794 ]",clinton_ave_flushing_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/clinton_ave_flushing_ave
344,Monroe St & Bedford Ave,23,Monroe St & Bedford Ave,,Bedford-Stuyvesant,11216,40.6851443,-73.95380904,"[ -73.95380904, 40.6851443 ]",monroe_st_bedford_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/monroe_st_bedford_ave
345,W 13 St & 6 Ave,35,W 13 St & 6 Ave,,Greenwich Village,10011,40.73649403,-73.99704374,"[ -73.99704374, 40.73649403 ]",w_13_st_6_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/w_13_st_6_ave
346,Bank St & Hudson St,27,Bank St & Hudson St,,West Village,10014,40.73652889,-74.00618026,"[ -74.00618025999999, 40.73652889 ]",bank_st_hudson_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/bank_st_hudson_st
347,W Houston St & Hudson St,35,W Houston St & Hudson St,,SoHo,10014,40.72873888,-74.00748842,"[ -74.00748842, 40.72873888 ]",w_houston_st_hudson_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/w_houston_st_hudson_st
348,W Broadway & Spring St,42,W Broadway & Spring St,,SoHo,10012,40.72490985,-74.00154702,"[ -74.00154702, 40.72490985 ]",w_broadway_spring_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/w_broadway_spring_st
349,Rivington St & Ridge St,23,Rivington St & Ridge St,,Lower East Side,10002,40.71850211,-73.98329859,"[ -73.98329859, 40.71850211 ]",rivington_st_ridge_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/rivington_st_ridge_st
350,Clinton St & Grand St,28,Clinton St & Grand St,,Lower East Side,10002,40.71559509,-73.9870295,"[ -73.98702950000001, 40.71559509 ]",clinton_st_grand_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/clinton_st_grand_st
351,Front St & Maiden Ln,39,Front St & Maiden Ln,,Financial District,10005,40.70530954,-74.00612572,"[ -74.00612572, 40.70530954 ]",front_st_maiden_ln,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/front_st_maiden_ln
352,W 56 St & 6 Ave,35,W 56 St & 6 Ave,,Midtown,10019,40.76340613,-73.97722479,"[ -73.97722478999999, 40.76340613 ]",w_56_st_6_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/w_56_st_6_ave
353,S Portland Ave & Hanson Pl,27,S Portland Ave & Hanson Pl,,Fort Greene,11217,40.68539567,-73.97431458,"[ -73.97431458, 40.68539567 ]",s_portland_ave_hanson_pl,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/s_portland_ave_hanson_pl
354,Myrtle Ave & Emerson Pl,31,Myrtle Ave & Emerson Pl,,Clinton Hill,11205,40.69363137,-73.96223558,"[ -73.96223558, 40.69363137 ]",myrtle_ave_emerson_pl,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/myrtle_ave_emerson_pl
355,Bayard St & Baxter St,34,Bayard St & Baxter St,,Chinatown,10013,40.71602118,-73.99974372,"[ -73.99974372, 40.71602118 ]",bayard_st_baxter_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/bayard_st_baxter_st
356,Bialystoker Pl & Delancey St,23,Bialystoker Pl & Delancey St,,Lower East Side,10002,40.71622644,-73.98261206,"[ -73.98261205999999, 40.71622644 ]",bialystoker_pl_delancey_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/bialystoker_pl_delancey_st
357,E 11 St & Broadway,27,E 11 St & Broadway,,Greenwich Village,10003,40.73261787,-73.99158043,"[ -73.99158043, 40.73261787 ]",e_11_st_broadway,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/e_11_st_broadway
358,Christopher St & Greenwich St,36,Christopher St & Greenwich St,,West Village,10014,40.73291553,-74.00711384,"[ -74.00711384, 40.73291553 ]",christopher_st_greenwich_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/christopher_st_greenwich_st
359,E 47 St & Park Av,55,E 47 St & Park Ave,,Midtown,10017,40.75510267,-73.97498696,"[ -73.97498696, 40.75510267 ]",e_47_st_park_av,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/e_47_st_park_av
360,William St & Pine St,39,William St & Pine St,,Financial District,10005,40.70717936,-74.00887308,"[ -74.00887308, 40.70717936 ]",william_st_pine_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/william_st_pine_st
361,Allen St & Hester St,43,Allen St & Hester St,,Chinatown,10002,40.71605866,-73.99190759,"[ -73.99190759, 40.71605866 ]",allen_st_hester_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/allen_st_hester_st
362,Broadway & W 37 St,57,Broadway & W 37 St,,Midtown,10018,40.75172632,-73.98753523,"[ -73.98753523000001, 40.75172632 ]",broadway_w_37_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/broadway_w_37_st
363,West Thames St,49,West Thames St,,Battery Park City,10280,40.70834698,-74.01713445,"[ -74.01713445, 40.70834698 ]",west_thames_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/west_thames_st
364,Lafayette Ave & Classon Ave,27,Lafayette Ave & Classon Ave,,Clinton Hill,11205,40.68900443,-73.96023854,"[ -73.96023854000001, 40.68900443 ]",lafayette_ave_classon_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/lafayette_ave_classon_ave
365,Fulton St & Grand Ave,31,Fulton St & Grand Ave,,Clinton Hill,11238,40.68223166,-73.9614583,"[ -73.9614583, 40.68223166 ]",fulton_st_grand_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/fulton_st_grand_ave
366,Clinton Ave & Myrtle Ave,33,Clinton Ave & Myrtle Ave,,Clinton Hill,11205,40.693261,-73.968896,"[ -73.968896, 40.693261 ]",clinton_ave_myrtle_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/clinton_ave_myrtle_ave
367,E 53 St & Lexington Ave,34,E 53 St & Lexington Ave,,Midtown,10022,40.75828065,-73.97069431,"[ -73.97069431, 40.75828065 ]",e_53_st_lexington_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/e_53_st_lexington_ave
368,Carmine St & 6 Ave,39,Carmine St & 6 Ave,,West Village,10014,40.73038599,-74.00214988,"[ -74.00214988, 40.73038599 ]",carmine_st_6_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/carmine_st_6_ave
369,Washington Pl & 6 Ave,35,Washington Pl & 6 Ave,,Greenwich Village,10011,40.73224119,-74.00026394,"[ -74.00026394, 40.73224119 ]",washington_pl_6_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/washington_pl_6_ave
372,Franklin Ave & Myrtle Ave,27,Franklin Ave & Myrtle Ave,,Bedford-Stuyvesant,11205,40.694528,-73.958089,"[ -73.958089, 40.694528 ]",franklin_ave_myrtle_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/franklin_ave_myrtle_ave
373,Willoughby Ave & Walworth St,19,Willoughby Ave & Walworth St,,Bedford-Stuyvesant,11205,40.69331716,-73.95381995,"[ -73.95381995, 40.69331716 ]",willoughby_ave_walworth_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/willoughby_ave_walworth_st
375,Mercer St & Bleecker St,30,Mercer St & Bleecker St,,Greenwich Village,10012,40.72679454,-73.99695094,"[ -73.99695094, 40.72679454 ]",mercer_st_bleecker_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/mercer_st_bleecker_st
376,John St & William St,43,John St & William St,,Financial District,10038,40.70862144,-74.00722156,"[ -74.00722156, 40.70862144 ]",john_st_william_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/john_st_william_st
377,6 Ave & Canal St,47,6 Ave & Canal St,,SoHo,10013,40.72243797,-74.00566443,"[ -74.00566443, 40.72243797 ]",6_ave_canal_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/6_ave_canal_st
379,W 31 St & 7 Ave,59,W 31 St & 7 Ave,,Chelsea,10001,40.749156,-73.9916,"[ -73.99160000000001, 40.749156 ]",w_31_st_7_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/w_31_st_7_ave
380,W 4 St & 7 Ave S,23,W 4 St & 7 Ave S,,West Village,10014,40.73401143,-74.00293877,"[ -74.00293877, 40.73401143 ]",w_4_st_7_ave_s,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/w_4_st_7_ave_s
382,University Pl & E 14 St,34,University Pl & E 14 St,,Greenwich Village,10003,40.73492695,-73.99200509,"[ -73.99200509000001, 40.73492695 ]",university_pl_e_14_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/university_pl_e_14_st
384,Fulton St & Waverly Ave,31,Fulton St & Waverly Ave,,Clinton Hill,11238,40.68317813,-73.9659641,"[ -73.96596409999999, 40.68317813 ]",fulton_st_waverly_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/fulton_st_waverly_ave
385,E 55 St & 2 Ave,29,E 55 St & 2 Ave,,Midtown,10022,40.75797322,-73.96603308,"[ -73.96603308, 40.75797322 ]",e_55_st_2_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/e_55_st_2_ave
386,Centre St & Worth St,43,Centre St & Worth St,,Civic Center,10007,40.71494807,-74.00234482,"[ -74.00234482, 40.71494807 ]",centre_st_worth_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/centre_st_worth_st
387,Centre St & Chambers St,39,Centre St & Chambers St,,Civic Center,10007,40.71273266,-74.0046073,"[ -74.0046073, 40.71273266 ]",centre_st_chambers_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/centre_st_chambers_st
388,W 26 St & 10 Ave,35,W 26 St & 10 Ave,,Chelsea,10001,40.74971775,-74.00295035,"[ -74.00295034600001, 40.749717753 ]",w_26_st_10_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/w_26_st_10_ave
389,Broadway & Berry St,27,Broadway & Berry St,,Williamsburg,11211,40.71044554,-73.96525063,"[ -73.96525063, 40.71044554 ]",broadway_berry_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/broadway_berry_st
390,Duffield St & Willoughby St,31,Duffield St & Willoughby St,,Downtown Brooklyn,11201,40.69221589,-73.9842844,"[ -73.98428440000001, 40.69221589 ]",duffield_st_willoughby_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/duffield_st_willoughby_st
391,Clark St & Henry St,31,Clark St & Henry St,,Brooklyn Heights,11201,40.69760127,-73.99344559,"[ -73.99344558999999, 40.69760127 ]",clark_st_henry_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/clark_st_henry_st
392,Jay St & Tech Pl,32,Jay St & Tech Pl,,Downtown Brooklyn,11201,40.695065,-73.987167,"[ -73.987167, 40.695065 ]",jay_st_tech_pl,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/jay_st_tech_pl
393,E 5 St & Avenue C,31,E 5 St & Avenue C,,East Village,10009,40.72299208,-73.97995466,"[ -73.97995466, 40.72299208 ]",e_5_st_avenue_c,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/e_5_st_avenue_c
394,E 9 St & Avenue C,36,E 9 St & Avenue C,,East Village,10009,40.72521311,-73.97768752,"[ -73.97768752, 40.72521311 ]",e_9_st_avenue_c,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/e_9_st_avenue_c
395,Bond St & Schermerhorn St,30,Bond St & Schermerhorn St,,Boerum Hill,11217,40.68807003,-73.98410637,"[ -73.98410637000001, 40.68807003 ]",bond_st_schermerhorn_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/bond_st_schermerhorn_st
396,Lefferts Pl & Franklin Ave,25,Lefferts Pl & Franklin Ave,,Bedford-Stuyvesant,11238,40.68034242,-73.95576894,"[ -73.9557689392, 40.680342423 ]",lefferts_pl_franklin_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/lefferts_pl_franklin_ave
397,Fulton St & Clermont Ave,27,Fulton St & Clermont Ave,,Fort Greene,11238,40.68415748,-73.96922273,"[ -73.96922273, 40.68415748 ]",fulton_st_clermont_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/fulton_st_clermont_ave
398,Atlantic Ave & Furman St,31,Atlantic Ave & Furman St,,Columbia St,11201,40.69165183,-73.9999786,"[ -73.99997860000001, 40.69165183 ]",atlantic_ave_furman_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/atlantic_ave_furman_st
399,St James Pl & Lafayette Ave,27,St James Pl & Lafayette Ave,,Clinton Hill,11205,40.68851534,-73.9647628,"[ -73.9647628, 40.68851534 ]",st_james_pl_lafayette_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/st_james_pl_lafayette_ave
400,Pitt St & Stanton St,15,Pitt St & Stanton St,,Lower East Side,10002,40.71926081,-73.98178024,"[ -73.98178024000001, 40.71926081 ]",pitt_st_stanton_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/pitt_st_stanton_st
401,Allen St & Rivington St,42,Allen St & Rivington St,,Lower East Side,10002,40.72019576,-73.98997825,"[ -73.98997824999999, 40.72019576 ]",allen_st_rivington_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/allen_st_rivington_st
402,Broadway & E 22 St,42,Broadway & E 22 St,,Flatiron District,10010,40.7403432,-73.98955109,"[ -73.98955109000001, 40.7403432 ]",broadway_e_22_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/broadway_e_22_st
403,E 2 St & 2 Ave,31,E 2 St & 2 Ave,,East Village,10003,40.72502876,-73.99069656,"[ -73.99069656, 40.72502876 ]",e_2_st_2_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/e_2_st_2_ave
404,9 Ave & W 14 St,39,9 Ave & W 14 St,,Meat Packing District,10014,40.7405826,-74.00550867,"[ -74.00550867, 40.7405826 ]",9_ave_w_14_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/9_ave_w_14_st
405,Washington St & Gansevoort St,40,Washington St & Gansevoort St,,West Village,10014,40.739323,-74.008119,"[ -74.00811899999999, 40.739323 ]",washington_st_gansevoort_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/washington_st_gansevoort_st
406,Hicks St & Montague St,34,Hicks St & Montague St,,Brooklyn Heights,11201,40.69512845,-73.99595065,"[ -73.99595065, 40.69512845 ]",hicks_st_montague_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/hicks_st_montague_st
407,Henry St & Poplar St,43,Henry St & Poplar St,,Brooklyn Heights,11201,40.700469,-73.991454,"[ -73.991454, 40.700469 ]",henry_st_poplar_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/henry_st_poplar_st
408,Market St & Cherry St,23,Market St & Cherry St,,Two Bridges,10002,40.71076228,-73.99400398,"[ -73.99400398, 40.71076228 ]",market_st_cherry_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/market_st_cherry_st
409,DeKalb Ave & Skillman St,19,DeKalb Ave & Skillman St,,Bedford-Stuyvesant,11205,40.6906495,-73.95643107,"[ -73.95643106999999, 40.6906495 ]",dekalb_ave_skillman_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/dekalb_ave_skillman_st
410,Suffolk St & Stanton St,35,Suffolk St & Stanton St,,Lower East Side,10002,40.72066442,-73.98517977,"[ -73.98517977, 40.72066442 ]",suffolk_st_stanton_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/suffolk_st_stanton_st
411,E 6 St & Avenue D,23,E 6 St & Avenue D,,East Village,10009,40.72228087,-73.97668709,"[ -73.97668709, 40.72228087 ]",e_6_st_avenue_d,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/e_6_st_avenue_d
412,Forsyth St & Canal St,29,Forsyth St & Canal St,,Chinatown,10002,40.7158155,-73.99422366,"[ -73.99422366, 40.7158155 ]",forsyth_st_canal_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/forsyth_st_canal_st
414,Pearl St & Anchorage Pl,24,Pearl St & Anchorage Pl,,DUMBO,11201,40.70281858,-73.98765762,"[ -73.98765761999999, 40.70281858 ]",pearl_st_anchorage_pl,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/pearl_st_anchorage_pl
415,Pearl St & Hanover Square,42,Pearl St & Hanover Square,,Financial District,10005,40.7047177,-74.00926027,"[ -74.00926027, 40.7047177 ]",pearl_st_hanover_square,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/pearl_st_hanover_square
416,Cumberland St & Lafayette Ave,31,Cumberland St & Lafayette Ave,,Fort Greene,11205,40.68753406,-73.97265183,"[ -73.97265183, 40.68753406 ]",cumberland_st_lafayette_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/cumberland_st_lafayette_ave
417,Barclay St & Church St,47,Barclay St & Church St,,Tribeca,10007,40.71291224,-74.01020234,"[ -74.01020234000001, 40.71291224 ]",barclay_st_church_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/barclay_st_church_st
418,Front St & Gold St,23,Front St & Gold St,,Vinegar Hill,11201,40.70224,-73.982578,"[ -73.982578, 40.70224 ]",front_st_gold_st,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/front_st_gold_st
419,Carlton Ave & Park Ave,23,Carlton Ave & Park Ave,,Fort Greene,11205,40.69580705,-73.97355569,"[ -73.97355569, 40.69580705 ]",carlton_ave_park_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/carlton_ave_park_ave
420,Clermont Ave & Lafayette Ave,23,Clermont Ave & Lafayette Ave,,Fort Greene,11238,40.68764484,-73.96968902,"[ -73.96968902, 40.68764484 ]",clermont_ave_lafayette_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/clermont_ave_lafayette_ave
421,Clermont Ave & Park Ave,19,Clermont Ave & Park Ave,,Fort Greene,11205,40.69573398,-73.97129668,"[ -73.97129667999999, 40.69573398 ]",clermont_ave_park_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/clermont_ave_park_ave
422,W 59 St & 10 Ave,55,W 59 St & 10 Ave,,Hell's Kitchen,10019,40.770513,-73.988038,"[ -73.988038, 40.770513 ]",w_59_st_10_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/w_59_st_10_ave
423,W 54 St & 9 Ave,39,W 54 St & 9 Ave,,Hell's Kitchen,10019,40.76584941,-73.98690506,"[ -73.98690506, 40.76584941 ]",w_54_st_9_ave,http://schema.org,CivicStructure,http://nyc.pediacities.com/Resource/CivicStructure/w_54_st_9_ave
