Carrier,Month,Day,Weekday,Departure (hhhh),Air Time (min),Arrival (hhhh),Distance (miles),Total Delay (min),Status
7,3,24,1,958,341,1306,2586,0,0
6,3,10,1,959,48,1109,266,52,1
7,3,26,3,923,332,1238,2475,39,1
7,3,27,4,908,337,1240,2475,26,1
7,3,27,4,954,349,1319,2586,0,0
7,3,28,5,951,371,1328,2586,0,0
7,3,28,5,903,317,1153,2248,70,1
7,3,30,7,935,136,1215,944,177,1
7,3,30,7,909,156,1208,1089,111,1
7,3,31,1,945,198,1411,1598,366,1
7,3,31,1,936,143,1228,1069,139,1
7,3,23,7,900,182,1236,1598,0,0
1,3,6,4,955,50,1108,228,0,0
1,3,1,6,957,77,1146,228,24,1
1,3,2,7,956,51,1111,228,0,0
1,3,15,6,947,44,1053,228,0,0
1,3,9,7,957,55,1116,228,0,0
1,3,11,2,952,43,1054,228,0,0
1,3,23,7,943,51,1058,228,0,0
1,3,14,5,951,44,1049,228,0,0
1,3,17,1,956,57,1123,228,5,1
1,3,22,6,943,46,1110,228,0,0
1,3,12,3,950,47,1054,228,0,0
1,3,5,3,954,47,1058,228,0,0
1,3,16,7,954,53,1108,228,0,0
1,3,27,4,950,43,1058,228,0,0
1,3,29,6,946,50,1104,228,0,0
1,3,24,1,953,49,1106,228,0,0
1,3,18,2,956,49,1115,228,0,0
1,3,20,4,959,48,1103,228,0,0
1,3,26,3,949,50,1107,228,0,0
1,3,28,5,948,44,1047,228,0,0
1,3,5,3,955,46,1104,228,459,1
8,3,9,7,957,633,1449,4983,0,0
8,3,10,1,952,637,1452,4983,0,0
8,3,13,4,954,606,1427,4983,0,0
8,3,15,6,954,643,1457,4983,0,0
8,3,16,7,958,650,1510,4983,0,0
8,3,17,1,952,675,1528,4983,13,1
8,3,20,4,948,651,1512,4983,0,0
8,3,21,5,951,650,1500,4983,0,0
8,3,22,6,957,689,1555,4983,40,1
8,3,23,7,955,651,1502,4983,0,0
8,3,24,1,951,637,1455,4983,0,0
8,3,27,4,946,656,1509,4983,0,0
8,3,28,5,953,668,1519,4983,4,1
8,3,29,6,953,662,1517,4983,2,1
8,3,30,7,951,625,1438,4983,0,0
8,3,31,1,956,628,1511,4983,0,0
0,3,7,5,921,78,1112,427,58,1
0,3,8,6,907,70,1054,427,26,1
0,3,9,7,921,69,1054,427,40,1
0,3,10,1,900,67,1112,427,37,1
0,3,13,4,900,79,1054,427,19,1
0,3,15,6,908,69,1039,427,12,1
2,4,28,1,900,313,1142,2475,32,1
2,4,25,5,925,373,1306,2586,61,1
2,4,9,3,906,344,1213,2586,6,1
2,4,14,1,907,331,1208,2586,7,1
2,4,4,5,904,361,1259,2586,33,1
3,4,5,6,949,314,1255,2153,417,1
2,4,3,4,911,352,1227,2586,11,1
3,4,6,7,936,88,1143,541,146,1
7,4,23,3,958,196,1346,1598,114,1
7,4,24,4,923,330,1237,2475,0,0
7,4,24,4,953,366,1331,2586,0,0
7,4,24,4,914,328,1222,2422,0,0
7,4,25,5,926,345,1246,2475,0,0
7,4,25,5,914,312,1148,2422,0,0
7,4,26,6,929,348,1245,2475,0,0
7,4,25,5,914,187,1241,1598,14,1
7,4,26,6,903,206,1313,1598,29,1
7,4,27,7,942,324,1239,2475,12,1
7,4,27,7,913,314,1200,2422,0,0
7,4,28,1,925,321,1217,2475,0,0
7,4,28,1,957,344,1312,2586,0,0
7,4,28,1,913,294,1125,2422,0,0
7,4,27,7,901,182,1220,1598,1,1
7,4,28,1,904,137,1153,1005,99,1
7,4,29,2,929,305,1232,2475,0,0
7,4,29,2,951,315,1248,2586,0,0
7,4,29,2,909,298,1149,2422,0,0
7,4,30,3,907,187,1306,1598,23,1
7,4,8,2,931,341,1315,2475,28,1
7,4,8,2,956,343,1354,2586,19,1
7,4,8,2,933,327,1251,2422,45,1
1,4,20,7,949,43,1056,228,0,0
1,4,21,1,954,52,1104,228,0,0
1,4,14,1,954,48,1110,228,0,0
1,4,5,6,951,51,1119,228,0,0
1,4,6,7,954,53,1116,228,0,0
1,4,28,1,948,45,1100,228,0,0
1,4,22,2,957,46,1102,228,0,0
1,4,8,2,953,55,1141,228,21,1
1,4,9,3,954,45,1103,228,0,0
1,4,10,4,950,44,1056,228,0,0
1,4,23,3,955,47,1111,228,0,0
1,4,17,4,956,42,1109,228,0,0
1,4,11,5,956,49,1115,228,0,0
1,4,24,4,950,46,1105,228,0,0
1,4,12,6,954,49,1108,228,0,0
1,4,18,5,950,45,1057,228,0,0
1,4,30,3,957,65,1143,228,23,1
1,4,19,6,949,47,1104,228,0,0
1,4,13,7,947,46,1114,228,0,0
1,4,25,5,949,44,1057,228,0,0
1,4,4,5,954,50,1136,228,16,1
7,4,15,2,930,337,1403,2475,75,1
7,4,15,2,916,315,1319,2422,56,1
7,4,15,2,902,330,1228,2475,95,1
7,4,30,3,926,296,1205,2248,0,0
7,4,30,3,931,312,1234,2475,1,1
7,4,30,3,910,311,1214,2422,0,0
8,4,3,4,957,629,1448,4983,0,0
8,4,4,5,954,616,1459,4983,0,0
8,4,7,1,957,654,1514,4983,14,1
8,4,10,4,954,629,1446,4983,0,0
8,4,11,5,944,630,1440,4983,0,0
8,4,12,6,959,627,1446,4983,0,0
8,4,13,7,956,622,1451,4983,0,0
8,4,14,1,951,624,1450,4983,0,0
8,4,17,4,952,615,1431,4983,0,0
8,4,18,5,950,620,1438,4983,0,0
8,4,19,6,953,622,1439,4983,0,0
8,4,20,7,943,655,1501,4983,1,1
8,4,21,1,951,639,1451,4983,0,0
8,4,22,2,944,630,1430,4983,0,0
8,4,23,3,951,651,1512,4983,12,1
8,4,24,4,955,629,1448,4983,0,0
8,4,25,5,947,638,1452,4983,0,0
8,4,26,6,949,633,1444,4983,0,0
8,4,27,7,954,664,1528,4983,28,1
8,4,28,1,956,618,1443,4983,0,0
0,4,10,4,915,65,1045,427,25,1
0,4,15,2,948,73,1223,427,156,1
0,4,17,4,914,75,1046,427,25,1
0,4,22,2,943,71,1113,427,81,1
0,4,30,3,900,71,1101,427,26,1
0,4,15,2,950,55,1219,213,209,1
4,4,18,5,928,309,1203,2248,0,0
4,4,19,6,927,295,1158,2248,0,0
4,4,2,3,936,336,1242,2248,18,1
4,4,1,2,950,339,1251,2248,41,1
4,4,10,4,922,309,1151,2248,0,0
4,4,10,4,904,343,1212,2475,4,1
4,4,11,5,938,316,1227,2248,5,1
4,4,11,5,901,344,1226,2475,7,1
4,4,23,3,930,313,1231,2248,6,1
4,4,23,3,909,335,1239,2475,28,1
4,4,24,4,930,319,1232,2248,7,1
4,4,25,5,932,319,1224,2248,0,0
4,4,26,6,932,322,1225,2248,0,0
4,4,27,7,927,297,1157,2248,0,0
4,4,20,7,935,297,1204,2248,0,0
4,4,21,1,927,296,1144,2248,0,0
4,4,21,1,904,309,1141,2475,4,1
4,4,22,2,930,313,1211,2248,0,0
4,4,8,2,902,325,1220,2475,2,1
4,4,9,3,928,309,1201,2248,0,0
4,4,9,3,900,327,1157,2475,0,0
4,4,29,2,911,316,1216,2475,2,1
4,4,3,4,926,315,1205,2248,0,0
4,4,30,3,945,291,1223,2248,0,0
4,4,30,3,917,321,1312,2475,64,1
4,4,4,5,927,323,1251,2248,26,1
4,4,5,6,930,320,1242,2248,17,1
4,4,5,6,900,340,1227,2475,7,1
4,4,6,7,929,316,1233,2248,8,1
4,4,7,1,933,294,1204,2248,0,0
4,4,7,1,901,322,1203,2475,1,1
4,4,27,7,903,342,1216,2475,3,1
4,4,28,1,932,298,1156,2248,0,0
4,4,29,2,945,302,1233,2248,8,1
4,4,12,6,926,301,1145,2248,0,0
4,4,13,7,940,301,1224,2248,5,1
4,4,14,1,930,306,1159,2248,0,0
4,4,15,2,927,320,1402,2248,97,1
4,4,15,2,907,336,1341,2475,88,1
4,4,16,3,944,317,1234,2248,18,1
4,4,17,4,925,307,1151,2248,0,0
5,4,11,5,908,337,1230,2475,23,1
5,4,16,3,904,347,1254,2475,43,1
5,4,17,4,927,325,1220,2475,32,1
5,4,19,6,904,316,1143,2475,4,1
5,4,20,7,932,312,1211,2475,32,1
5,4,18,5,959,363,1325,2586,0,0
5,4,1,2,913,146,1209,1089,0,0
5,4,2,3,916,149,1214,1089,0,0
5,4,3,4,921,144,1210,1089,1,1
5,4,4,5,915,146,1242,1089,7,1
5,4,5,6,915,145,1241,1089,6,1
5,4,6,7,914,156,1242,1089,7,1
5,4,7,1,917,149,1224,1089,0,0
5,4,8,2,924,189,1335,1089,64,1
5,4,9,3,945,168,1305,1089,55,1
5,4,10,4,915,151,1214,1089,0,0
5,4,11,5,922,150,1241,1089,8,1
5,4,12,6,913,149,1218,1089,0,0
5,4,13,7,918,149,1234,1089,0,0
5,4,14,1,917,145,1205,1089,0,0
5,4,15,2,916,162,1348,1089,73,1
5,4,16,3,915,156,1236,1089,1,1
5,4,17,4,918,169,1234,1089,0,0
5,4,18,5,913,149,1225,1089,0,0
5,4,19,6,913,159,1243,1089,8,1
5,4,20,7,911,142,1155,1089,0,0
5,4,21,1,913,141,1159,1089,0,0
5,4,22,2,914,152,1210,1089,0,0
5,4,23,3,917,143,1219,1089,0,0
5,4,24,4,919,144,1223,1089,0,0
5,4,25,5,918,150,1215,1089,0,0
5,4,26,6,920,145,1220,1089,0,0
5,4,27,7,912,143,1225,1089,0,0
5,4,28,1,914,147,1213,1089,0,0
5,4,29,2,915,150,1234,1089,0,0
5,4,30,3,914,153,1233,1089,0,0
6,4,30,3,929,152,1250,1005,148,1
6,4,5,6,901,243,1230,1521,22,1
6,4,22,2,911,46,1012,273,0,0
6,4,27,7,927,53,1056,264,2,1
6,4,29,2,925,43,1048,266,4,1
6,4,15,2,901,221,1329,1521,81,1
6,4,16,3,930,53,1100,264,6,1
6,4,17,4,902,214,1158,1521,0,0
6,4,18,5,924,44,1037,266,0,0
6,4,26,6,909,220,1222,1521,18,1
6,4,10,4,925,47,1026,266,0,0
6,4,25,5,902,229,1216,1521,8,1
6,4,11,5,928,58,1054,264,0,0
6,4,24,4,925,57,1054,266,10,1
6,4,16,3,929,48,1105,209,23,1
6,4,20,7,942,48,1056,266,24,1
6,4,8,2,930,42,1126,266,42,1
6,4,23,3,922,46,1055,209,13,1
6,4,9,3,902,197,1139,1521,0,0
6,4,18,5,907,42,1019,273,0,0
6,4,21,1,924,45,1032,266,0,0
6,4,19,6,907,50,1014,273,0,0
6,4,4,5,924,41,1051,209,9,1
6,4,25,5,924,42,1025,209,0,0
6,4,23,3,908,50,1042,273,16,1
6,4,26,6,928,47,1036,209,0,0
6,4,1,2,923,46,1028,266,0,0
6,4,16,3,929,44,1051,266,7,1
6,4,20,7,909,47,1015,273,0,0
6,4,28,1,923,48,1029,266,0,0
6,4,3,4,928,48,1034,209,0,0
6,4,4,5,925,45,1058,266,14,1
6,4,7,1,924,239,1249,1521,60,1
6,4,21,1,927,45,1035,209,0,0
6,4,26,6,905,49,1019,273,0,0
6,4,12,6,907,49,1023,273,0,0
6,4,27,7,926,48,1047,209,5,1
6,4,22,2,929,44,1028,266,0,0
6,4,29,2,904,47,1029,273,3,1
6,4,8,2,914,43,1119,273,53,1
6,4,30,3,926,44,1048,209,6,1
6,4,27,7,906,49,1020,273,0,0
6,4,22,2,922,45,1023,209,0,0
6,4,25,5,930,46,1035,264,0,0
6,4,28,1,923,46,1031,209,0,0
6,4,13,7,924,42,1048,209,6,1
6,4,24,4,925,54,1051,264,0,0
6,4,4,5,906,46,1042,273,20,1
6,4,11,5,927,44,1033,209,0,0
6,4,18,5,930,48,1045,264,0,0
6,4,19,6,926,51,1047,266,3,1
6,4,21,1,931,51,1045,264,0,0
6,4,29,2,935,49,1058,264,4,1
6,4,12,6,933,53,1048,264,0,0
6,4,6,7,938,138,1234,944,2,1
6,4,30,3,909,46,1015,273,0,0
6,4,2,3,923,44,1034,209,0,0
6,4,10,4,925,45,1029,209,0,0
6,4,11,5,924,41,1022,266,0,0
6,4,14,1,925,45,1028,266,0,0
6,4,6,7,902,52,1033,273,7,1
6,4,15,2,951,48,1200,273,131,1
6,4,17,4,923,44,1028,266,0,0
6,4,27,7,942,51,1101,266,29,1
6,4,5,6,928,42,1101,266,17,1
6,4,9,3,928,46,1036,266,0,0
6,4,12,6,900,207,1151,1521,0,0
6,4,15,2,936,48,1216,264,83,1
6,4,17,4,924,40,1025,209,0,0
6,4,18,5,901,226,1219,1521,11,1
6,4,23,3,920,50,1048,266,4,1
6,4,30,3,926,47,1109,266,25,1
6,4,3,4,910,48,1022,273,0,0
6,4,28,1,908,48,1018,273,0,0
6,4,9,3,911,45,1021,273,0,0
6,4,19,6,923,55,1029,264,0,0
6,4,11,5,909,44,1018,273,0,0
6,4,22,2,927,53,1033,264,0,0
6,4,24,4,925,53,1048,209,6,1
6,4,30,3,933,49,1112,264,18,1
6,4,11,5,903,216,1226,1521,18,1
6,4,14,1,930,49,1038,264,0,0
6,4,16,3,913,46,1034,273,8,1
6,4,22,2,901,212,1157,1521,0,0
6,4,28,1,932,53,1048,264,0,0
6,4,6,7,926,46,1038,209,0,0
6,4,9,3,925,46,1026,209,0,0
6,4,19,6,924,50,1027,209,0,0
6,4,20,7,925,48,1040,264,0,0
6,4,1,2,903,50,1019,273,0,0
6,4,2,3,931,50,1042,266,1,1
6,4,8,2,950,164,1351,944,84,1
6,4,13,7,956,308,1304,2248,25,1
6,4,24,4,931,60,1113,301,11,1
6,4,27,7,952,55,1116,301,26,1
6,4,17,4,941,53,1055,301,1,1
6,4,22,2,958,149,1251,1069,0,0
6,4,1,2,919,159,1218,1074,4,1
6,4,5,6,956,316,1253,2248,14,1
6,4,22,2,939,155,1231,1074,32,1
6,4,8,2,929,54,1128,264,34,1
6,4,27,7,906,159,1225,1074,3,1
6,4,1,2,952,153,1244,1069,0,0
6,4,18,5,934,54,1052,301,0,0
6,4,14,1,938,52,1058,301,0,0
6,4,1,2,900,151,1200,1069,0,0
6,4,2,3,933,53,1054,264,0,0
6,4,5,6,907,153,1227,1074,5,1
6,4,29,2,916,146,1223,1069,36,1
6,4,18,5,912,161,1228,1074,6,1
6,4,21,1,941,131,1221,944,0,0
6,4,22,2,951,56,1101,301,11,1
6,4,25,5,923,114,1145,828,84,1
6,4,29,2,930,60,1113,301,11,1
6,4,8,2,950,57,1147,301,55,1
6,4,22,2,902,155,1218,1069,17,1
6,4,10,4,934,55,1057,301,0,0
6,4,28,1,935,52,1052,301,0,0
6,4,6,7,954,312,1244,2248,5,1
6,4,12,6,926,47,1036,266,0,0
6,4,13,7,907,46,1032,273,6,1
6,4,5,6,911,47,1047,273,21,1
6,4,14,1,924,39,1021,209,0,0
6,4,25,5,925,43,1029,266,0,0
6,4,6,7,941,56,1111,301,10,1
6,4,2,3,913,159,1224,1074,3,1
6,4,20,7,959,291,1219,2248,0,0
6,4,16,3,947,145,1251,944,21,1
6,4,5,6,948,133,1245,944,16,1
6,4,27,7,945,128,1224,944,0,0
6,4,10,4,902,138,1142,1069,2,1
6,4,12,6,914,159,1231,1074,9,1
6,4,28,1,921,143,1202,1069,21,1
6,4,8,2,910,187,1320,1074,58,1
6,4,11,5,905,158,1228,1069,30,1
6,4,13,7,901,151,1214,1028,162,1
6,4,18,5,959,142,1234,944,16,1
6,4,20,7,924,149,1220,1074,8,1
6,4,10,4,952,124,1220,944,202,1
6,4,3,4,933,55,1058,301,0,0
6,4,9,3,938,54,1048,301,0,0
6,4,19,6,953,292,1220,2248,0,0
6,4,22,2,948,130,1226,944,3,1
6,4,19,6,943,136,1239,944,7,1
6,4,23,3,941,144,1239,1074,42,1
6,4,1,2,930,44,1038,264,0,0
6,4,20,7,938,53,1049,301,0,0
6,4,1,2,944,128,1208,944,0,0
6,4,2,3,955,327,1253,2248,15,1
6,4,3,4,957,313,1241,2248,3,1
6,4,8,2,958,298,1248,2248,9,1
6,4,19,6,938,42,1100,187,158,1
6,4,10,4,940,125,1211,944,0,0
6,4,13,7,912,156,1231,1074,9,1
6,4,15,2,927,162,1404,1069,148,1
6,4,16,3,908,152,1214,1028,169,1
6,4,11,5,911,163,1236,1074,14,1
6,4,7,1,929,47,1056,264,2,1
6,4,23,3,925,53,1054,264,0,0
6,4,28,1,958,290,1220,2248,0,0
6,4,4,5,934,59,1130,301,28,1
6,4,23,3,945,128,1230,944,0,0
6,4,15,2,927,158,1355,1074,104,1
6,4,25,5,953,318,1239,2248,0,0
6,4,29,2,900,231,1228,1521,25,1
6,4,17,4,941,141,1225,944,0,0
6,4,21,1,954,53,1104,301,16,1
6,4,5,6,928,42,1059,209,17,1
6,4,21,1,908,47,1016,273,0,0
6,4,1,2,932,43,1038,209,2,1
6,4,13,7,939,50,1125,264,35,1
6,4,17,4,910,45,1015,273,0,0
6,4,12,6,918,45,1025,209,0,0
6,4,13,7,901,217,1224,1521,16,1
6,4,27,7,905,220,1223,1521,15,1
6,4,18,5,927,43,1037,209,0,0
6,4,4,5,932,48,1111,264,17,1
6,4,14,1,920,188,1248,1598,92,1
6,4,25,5,910,154,1213,1074,0,0
6,4,10,4,911,156,1204,1074,0,0
6,4,30,3,935,60,1126,301,24,1
6,4,2,3,946,129,1217,944,0,0
6,4,29,2,911,145,1234,1074,12,1
6,4,7,1,928,153,1232,1074,22,1
6,4,11,5,943,133,1231,944,0,0
6,4,29,2,957,284,1220,2248,0,0
6,4,28,1,911,145,1155,1074,0,0
6,4,30,3,953,134,1244,944,20,1
6,4,18,5,900,159,1204,1069,1,1
6,4,11,5,957,315,1237,2248,0,0
6,4,21,1,914,152,1208,1074,0,0
6,4,19,6,925,162,1250,1069,72,1
6,4,27,7,908,147,1207,1069,12,1
6,4,19,6,909,161,1207,1074,0,0
6,4,25,5,922,378,1318,2586,60,1
6,4,27,7,903,355,1238,2586,1,1
6,4,26,6,953,328,1256,2248,17,1
6,4,25,5,941,133,1212,944,0,0
6,4,9,3,930,50,1036,264,0,0
6,4,21,1,955,295,1217,2248,0,0
6,4,25,5,936,53,1052,301,0,0
6,4,13,7,936,54,1108,301,6,1
6,4,3,4,915,159,1214,1074,0,0
6,4,2,3,932,58,1059,301,0,0
6,4,6,7,909,159,1238,1074,16,1
6,4,2,3,949,145,1242,1069,0,0
6,4,10,4,951,310,1236,2248,0,0
6,4,29,2,944,127,1230,944,0,0
6,4,7,1,957,300,1228,2248,0,0
6,4,14,1,947,130,1232,944,2,1
6,4,24,4,900,151,1214,1069,11,1
6,4,14,1,919,152,1230,1074,11,1
6,4,17,4,958,313,1247,2248,8,1
6,4,11,5,937,54,1101,301,0,0
6,4,26,6,916,150,1224,1074,2,1
6,4,16,3,941,57,1108,301,7,1
6,4,7,1,943,136,1230,944,0,0
6,4,9,3,909,154,1221,1074,0,0
6,4,3,4,935,52,1113,264,19,1
6,4,17,4,920,160,1216,1074,4,1
6,4,28,1,938,125,1209,944,0,0
6,4,4,5,910,145,1223,1074,2,1
6,4,4,5,953,143,1311,1069,12,1
6,4,7,1,936,53,1059,301,0,0
6,4,3,4,948,127,1222,944,0,0
6,4,26,6,938,133,1233,944,1,1
7,4,2,3,942,326,1237,2248,35,1
7,4,2,3,929,355,1251,2475,3,1
7,4,2,3,911,333,1213,2422,0,0
7,4,3,4,927,347,1244,2475,0,0
7,4,3,4,911,335,1213,2422,0,0
7,4,4,5,930,338,1256,2475,8,1
7,4,4,5,953,354,1346,2586,11,1
7,4,4,5,913,312,1232,2422,8,1
7,4,5,6,926,336,1245,2475,0,0
7,4,5,6,956,352,1331,2586,0,0
7,4,6,7,927,328,1248,2475,0,0
7,4,6,7,955,346,1317,2586,0,0
7,4,6,7,911,337,1228,2422,4,1
7,4,7,1,926,328,1225,2475,0,0
7,4,7,1,955,347,1309,2586,0,0
7,4,7,1,915,324,1211,2422,0,0
7,4,9,3,925,296,1142,2248,0,0
7,4,9,3,928,317,1208,2475,0,0
7,4,1,2,927,361,1248,2475,0,0
7,4,1,2,910,314,1154,2422,0,0
7,4,9,3,906,336,1220,2422,0,0
7,4,10,4,929,333,1226,2475,0,0
7,4,10,4,912,342,1228,2422,4,1
7,4,11,5,907,196,1304,1598,21,1
7,4,11,5,928,340,1245,2475,0,0
7,4,11,5,957,357,1323,2586,0,0
7,4,11,5,911,347,1231,2422,7,1
7,4,11,5,954,100,1203,760,147,1
7,4,13,7,913,191,1303,1598,26,1
7,4,12,6,925,338,1225,2475,0,0
7,4,12,6,955,339,1254,2586,0,0
7,4,12,6,900,197,1248,1598,1,1
7,4,13,7,926,327,1242,2475,0,0
7,4,13,7,958,351,1342,2586,7,1
7,4,13,7,915,331,1228,2422,4,1
7,4,14,1,952,320,1257,2475,31,1
7,4,14,1,917,323,1200,2422,2,1
7,4,14,1,902,189,1236,1598,2,1
7,4,16,3,932,321,1243,2248,31,1
7,4,16,3,944,337,1310,2475,36,1
7,4,18,5,928,314,1205,2475,0,0
7,4,18,5,954,357,1325,2586,0,0
7,4,18,5,910,332,1214,2422,0,0
6,4,2,3,900,44,1022,273,0,0
6,4,25,5,908,48,1020,273,0,0
6,4,6,7,920,47,1042,266,0,0
6,4,7,1,925,47,1042,266,0,0
6,4,13,7,925,48,1056,266,12,1
6,4,7,1,923,45,1043,209,1,1
6,4,14,1,908,47,1015,273,0,0
6,4,10,4,911,48,1013,273,0,0
6,4,15,2,928,44,1207,209,85,1
6,4,10,4,931,52,1052,264,0,0
6,4,3,4,928,48,1047,266,3,1
6,4,17,4,922,46,1028,264,0,0
6,4,29,2,924,43,1050,209,8,1
6,4,7,1,906,47,1029,273,3,1
6,4,24,4,914,58,1050,273,24,1
6,4,8,2,926,49,1128,209,46,1
6,4,20,7,938,137,1224,944,0,0
6,4,23,3,900,151,1224,1069,21,1
6,4,4,5,945,131,1252,944,15,1
6,4,6,7,930,52,1100,264,6,1
6,4,1,2,933,51,1103,301,1,1
6,4,9,3,951,145,1259,944,33,1
6,4,14,1,959,300,1227,2248,0,0
6,4,9,3,957,307,1235,2248,0,0
6,4,17,4,900,346,1212,2586,0,0
6,4,30,3,905,338,1233,2586,3,1
6,4,7,1,900,347,1231,2586,0,0
6,4,16,3,900,361,1239,2586,1,1
6,4,24,4,909,367,1300,2586,29,1
6,4,28,1,900,346,1213,2586,0,0
6,4,13,7,902,140,1225,1069,24,1
6,4,15,2,907,358,1356,2586,83,1
6,4,8,2,900,343,1256,2586,18,1
6,4,4,5,900,354,1247,2586,9,1
7,4,19,6,928,310,1205,2475,0,0
7,4,19,6,956,344,1314,2586,0,0
7,4,18,5,922,182,1251,1598,23,1
7,4,21,1,925,315,1214,2475,0,0
7,4,21,1,959,346,1307,2586,0,0
7,4,21,1,911,326,1202,2422,0,0
7,4,22,2,928,344,1238,2475,0,0
7,4,22,2,958,355,1316,2586,0,0
7,4,22,2,909,333,1204,2422,0,0
7,4,20,7,925,319,1202,2475,0,0
7,4,20,7,957,342,1300,2586,0,0
7,4,20,7,911,331,1204,2422,0,0
7,4,16,3,915,331,1301,2422,37,1
7,4,17,4,958,341,1300,2586,0,0
7,4,17,4,912,326,1208,2422,0,0
7,4,23,3,940,310,1226,2248,22,1
7,4,23,3,926,331,1231,2475,0,0
7,4,23,3,912,326,1215,2422,0,0
7,5,23,5,927,328,1219,2475,0,0
7,5,23,5,918,312,1154,2422,3,1
6,5,6,2,955,150,1254,1069,0,0
6,5,6,2,910,338,1216,2446,0,0
6,5,6,2,953,309,1235,2248,7,1
6,5,6,2,937,346,1253,2475,8,1
6,5,10,6,915,43,1022,209,0,0
6,5,10,6,907,133,1150,944,0,0
6,5,10,6,951,52,1106,264,9,1
6,5,10,6,929,213,1220,1521,0,0
6,5,10,6,916,357,1242,2446,23,1
6,5,10,6,959,146,1244,1069,0,0
6,5,10,6,942,369,1316,2475,33,1
6,5,11,7,942,50,1051,264,0,0
6,5,11,7,913,44,1008,209,0,0
6,5,11,7,914,347,1220,2446,1,1
6,5,11,7,947,208,1237,1521,22,1
6,5,11,7,951,305,1238,2248,10,1
7,5,23,5,900,195,1255,1598,10,1
7,5,23,5,906,88,1104,509,0,0
7,5,25,7,926,311,1202,2475,0,0
7,5,25,7,916,311,1154,2422,1,1
7,5,24,6,927,310,1158,2475,0,0
7,5,24,6,913,315,1148,2422,0,0
7,5,25,7,907,81,1050,509,0,0
7,5,26,1,924,315,1213,2475,0,0
7,5,26,1,912,322,1209,2422,0,0
7,5,26,1,907,81,1103,509,0,0
7,5,28,3,924,310,1209,2475,0,0
7,5,28,3,907,304,1156,2422,0,0
7,5,27,2,944,194,1327,1598,86,1
7,5,27,2,910,86,1055,509,0,0
7,5,27,2,925,313,1212,2475,0,0
7,5,27,2,915,335,1209,2422,0,0
7,5,29,4,926,313,1159,2475,0,0
7,5,29,4,929,307,1158,2422,14,1
7,5,30,5,924,313,1226,2475,0,0
7,5,30,5,914,309,1213,2422,0,0
7,5,24,6,938,79,1125,509,39,1
7,5,29,4,936,79,1119,509,28,1
7,5,29,4,912,120,1142,944,117,1
6,5,30,5,958,45,1134,187,26,1
6,5,30,5,937,54,1102,264,0,0
6,5,30,5,917,47,1034,209,3,1
6,5,31,6,936,322,1225,2475,0,0
6,5,31,6,914,314,1150,2446,0,0
7,5,1,4,909,303,1158,2422,0,0
7,5,30,5,911,82,1109,509,0,0
7,5,28,3,906,85,1103,509,0,0
7,5,31,6,909,81,1102,509,0,0
7,5,31,6,916,311,1157,2422,1,1
7,5,16,5,929,312,1254,2475,19,1
1,5,5,1,955,51,1109,228,0,0
1,5,11,7,958,47,1101,228,0,0
1,5,10,6,947,43,1051,228,0,0
1,5,6,2,953,50,1111,228,0,0
1,5,18,7,959,55,1125,228,8,1
1,5,4,7,951,52,1109,228,0,0
1,5,31,6,951,46,1114,228,0,0
1,5,21,3,956,68,1141,228,24,1
1,5,27,2,956,41,1108,228,0,0
1,5,26,1,950,48,1104,228,0,0
1,5,29,4,945,44,1058,228,0,0
1,5,23,5,943,46,1048,228,0,0
1,5,30,5,951,47,1119,228,2,1
1,5,24,6,947,44,1057,228,0,0
1,5,20,2,950,43,1101,228,0,0
1,5,28,3,946,47,1057,228,0,0
8,5,2,5,950,630,1444,4983,0,0
8,5,3,6,957,647,1504,4983,14,1
8,5,4,7,951,637,1456,4983,6,1
8,5,5,1,956,650,1515,4983,25,1
8,5,9,5,954,625,1449,4983,0,0
8,5,10,6,955,650,1504,4983,14,1
8,5,11,7,948,643,1447,4983,0,0
8,5,12,1,952,613,1450,4983,0,0
8,5,15,4,953,624,1510,4983,20,1
8,5,16,5,951,628,1450,4983,0,0
8,5,17,6,957,631,1451,4983,1,1
8,5,19,1,955,627,1503,4983,13,1
8,5,20,2,956,615,1437,4983,0,0
8,5,21,3,953,605,1433,4983,0,0
8,5,22,4,959,625,1558,4983,68,1
8,5,23,5,954,608,1430,4983,0,0
8,5,24,6,956,609,1429,4983,0,0
8,5,26,1,954,622,1442,4983,0,0
8,5,27,2,948,607,1422,4983,0,0
8,5,29,4,952,590,1405,4983,0,0
8,5,30,5,957,600,1431,4983,0,0
0,5,1,4,947,75,1152,427,124,1
0,5,2,5,958,87,1153,427,136,1
0,5,7,3,925,71,1122,427,72,1
0,5,24,6,902,37,958,213,7,1
0,5,20,2,952,63,1121,427,163,1
0,5,24,6,908,69,1039,427,77,1
2,5,17,6,900,355,1228,2586,1,1
2,5,14,3,900,322,1149,2586,0,0
2,5,6,2,917,365,1257,2586,164,1
2,5,7,3,906,339,1227,2475,80,1
3,5,21,3,945,75,1139,541,161,1
3,5,17,6,903,87,1111,541,91,1
4,5,11,7,928,343,1232,2475,35,1
4,5,12,1,940,304,1240,2248,15,1
4,5,12,1,909,332,1225,2475,10,1
4,5,13,2,937,294,1201,2248,0,0
4,5,13,2,903,315,1221,2475,6,1
4,5,14,3,939,294,1202,2248,0,0
4,5,14,3,909,307,1143,2475,0,0
