FL_DATE,ARR_FLIGHTS,ARR_DEL15,ARR_DEL_PCT,DEP_FLIGHTS,DEP_DEL15,DEP_DEL_PCT
2014-09-05,272,48.0,17.647058823529413,272,37.0,13.602941176470589
2014-09-06,253,109.0,43.08300395256917,253,43.0,16.99604743083004
2014-09-07,280,58.0,20.714285714285715,280,40.0,14.285714285714286
2014-09-08,283,105.0,37.102473498233216,283,51.0,18.021201413427562
2014-09-09,274,46.0,16.78832116788321,274,16.0,5.839416058394161
2014-09-10,277,29.0,10.469314079422382,277,25.0,9.025270758122744
2014-09-11,275,60.0,21.818181818181817,275,34.0,12.363636363636363
2014-09-12,284,35.0,12.32394366197183,284,24.0,8.450704225352112
2014-09-13,257,36.0,14.007782101167315,257,28.0,10.894941634241246
2014-09-14,279,40.0,14.336917562724015,279,27.0,9.67741935483871
2014-09-15,283,52.0,18.374558303886925,283,20.0,7.067137809187279
2014-09-16,275,20.0,7.2727272727272725,275,29.0,10.545454545454545
2014-09-17,277,15.0,5.415162454873646,277,21.0,7.581227436823105
2014-09-18,287,26.0,9.059233449477352,287,33.0,11.498257839721255
2014-09-19,285,35.0,12.280701754385966,285,32.0,11.228070175438596
2014-09-20,256,61.0,23.828125,256,72.0,28.125
2014-09-21,281,56.0,19.9288256227758,281,40.0,14.234875444839858
2014-09-22,284,75.0,26.408450704225352,284,45.0,15.845070422535212
2014-09-23,274,14.0,5.109489051094891,274,11.0,4.014598540145985
2014-09-24,277,39.0,14.07942238267148,277,46.0,16.60649819494585
2014-09-25,278,90.0,32.37410071942446,278,69.0,24.820143884892087
2014-09-26,277,26.0,9.386281588447654,277,24.0,8.664259927797834
2014-09-27,254,15.0,5.905511811023622,254,29.0,11.417322834645669
2014-09-28,282,24.0,8.51063829787234,282,40.0,14.184397163120567
2014-09-29,284,38.0,13.380281690140846,284,34.0,11.971830985915492
2014-09-30,272,51.0,18.75,272,46.0,16.91176470588235
2014-10-01,283,39.0,13.780918727915195,283,37.0,13.074204946996467
2014-10-02,288,105.0,36.458333333333336,288,72.0,25.0
2014-10-03,290,51.0,17.586206896551722,290,50.0,17.24137931034483
2014-10-04,259,102.0,39.38223938223938,259,94.0,36.293436293436294
2014-10-05,283,52.0,18.374558303886925,283,40.0,14.134275618374557
2014-10-06,287,44.0,15.331010452961673,287,32.0,11.149825783972126
2014-10-07,282,80.0,28.368794326241133,282,34.0,12.056737588652481
2014-10-08,286,42.0,14.685314685314685,286,26.0,9.090909090909092
2014-10-09,290,61.0,21.03448275862069,290,51.0,17.586206896551722
2014-10-10,289,60.0,20.761245674740483,289,56.0,19.377162629757784
2014-10-11,264,34.0,12.878787878787879,264,25.0,9.469696969696969
2014-10-12,283,27.0,9.540636042402827,283,20.0,7.067137809187279
2014-10-13,288,104.0,36.111111111111114,288,64.0,22.22222222222222
2014-10-14,282,43.0,15.24822695035461,282,49.0,17.375886524822697
2014-10-15,286,91.0,31.818181818181817,286,61.0,21.32867132867133
2014-10-16,288,92.0,31.944444444444443,288,77.0,26.73611111111111
2014-10-17,289,32.0,11.07266435986159,289,34.0,11.764705882352942
2014-10-18,260,39.0,15.0,260,27.0,10.384615384615385
2014-10-19,283,50.0,17.6678445229682,283,53.0,18.72791519434629
2014-10-20,286,21.0,7.3426573426573425,286,33.0,11.538461538461538
2014-10-21,281,37.0,13.167259786476869,281,59.0,20.99644128113879
2014-10-22,285,167.0,58.59649122807018,285,152.0,53.333333333333336
2014-10-23,289,76.0,26.29757785467128,289,82.0,28.37370242214533
2014-10-24,286,23.0,8.041958041958042,286,30.0,10.48951048951049
2014-10-25,260,30.0,11.538461538461538,260,30.0,11.538461538461538
2014-10-26,275,62.0,22.545454545454547,275,28.0,10.181818181818182
2014-10-27,276,19.0,6.884057971014493,276,21.0,7.608695652173913
2014-10-28,259,14.0,5.405405405405405,259,13.0,5.019305019305019
2014-10-29,259,8.0,3.088803088803089,259,15.0,5.7915057915057915
2014-10-30,270,9.0,3.3333333333333335,270,16.0,5.925925925925926
2014-10-31,260,13.0,5.0,260,22.0,8.461538461538462
2014-11-01,242,39.0,16.115702479338843,242,47.0,19.421487603305785
2014-11-02,273,54.0,19.78021978021978,273,44.0,16.117216117216117
2014-11-03,275,18.0,6.545454545454546,275,22.0,8.0
2014-11-04,264,16.0,6.0606060606060606,264,20.0,7.575757575757576
2014-11-05,265,24.0,9.056603773584905,265,20.0,7.547169811320755
2014-11-06,281,59.0,20.99644128113879,281,49.0,17.437722419928825
2014-11-07,277,72.0,25.9927797833935,277,43.0,15.52346570397112
2014-11-08,245,15.0,6.122448979591836,245,18.0,7.346938775510204
2014-11-09,275,25.0,9.090909090909092,275,14.0,5.090909090909091
2014-11-10,273,25.0,9.157509157509157,273,24.0,8.791208791208792
2014-11-11,263,15.0,5.7034220532319395,263,12.0,4.562737642585551
2014-11-12,268,28.0,10.447761194029852,268,15.0,5.597014925373134
2014-11-13,279,49.0,17.56272401433692,279,34.0,12.186379928315413
2014-11-14,276,52.0,18.840579710144926,276,25.0,9.057971014492754
2014-11-15,244,25.0,10.245901639344263,244,19.0,7.786885245901639
2014-11-16,275,43.0,15.636363636363637,275,32.0,11.636363636363637
2014-11-17,273,99.0,36.26373626373626,273,87.0,31.86813186813187
2014-11-18,266,79.0,29.69924812030075,266,28.0,10.526315789473685
2014-11-19,268,55.0,20.52238805970149,268,41.0,15.298507462686567
2014-11-20,290,43.0,14.827586206896552,290,41.0,14.137931034482758
2014-11-21,289,56.0,19.377162629757784,289,48.0,16.608996539792386
2014-11-22,265,33.0,12.452830188679245,265,32.0,12.075471698113208
2014-11-23,271,24.0,8.85608856088561,271,31.0,11.439114391143912
2014-11-24,267,74.0,27.715355805243444,267,68.0,25.46816479400749
2014-11-25,290,91.0,31.379310344827587,290,47.0,16.20689655172414
2014-11-26,288,162.0,56.25,288,113.0,39.236111111111114
2014-11-27,211,22.0,10.42654028436019,211,18.0,8.530805687203792
2014-11-28,247,20.0,8.097165991902834,247,20.0,8.097165991902834
2014-11-29,281,40.0,14.234875444839858,281,35.0,12.455516014234876
2014-11-30,295,77.0,26.10169491525424,295,67.0,22.71186440677966
2014-12-01,289,88.0,30.44982698961938,289,45.0,15.570934256055363
2014-12-02,270,125.0,46.2962962962963,270,80.0,29.62962962962963
2014-12-03,261,73.0,27.96934865900383,261,49.0,18.773946360153257
2014-12-04,275,50.0,18.181818181818183,275,34.0,12.363636363636363
2014-12-05,277,46.0,16.60649819494585,277,45.0,16.24548736462094
2014-12-06,237,21.0,8.860759493670885,237,33.0,13.924050632911392
2014-12-07,274,25.0,9.124087591240876,274,41.0,14.963503649635037
2014-12-08,271,43.0,15.867158671586715,271,39.0,14.391143911439114
2014-12-09,254,77.0,30.31496062992126,254,91.0,35.826771653543304
2014-12-10,258,122.0,47.286821705426355,258,98.0,37.98449612403101
2014-12-11,277,59.0,21.299638989169676,277,83.0,29.96389891696751
2014-12-12,278,22.0,7.913669064748201,278,58.0,20.863309352517987
2014-12-13,239,11.0,4.602510460251046,239,28.0,11.715481171548117
2014-12-14,274,12.0,4.37956204379562,274,31.0,11.313868613138686
2014-12-15,273,29.0,10.622710622710622,273,44.0,16.117216117216117
2014-12-16,261,29.0,11.11111111111111,261,36.0,13.793103448275861
2014-12-17,267,28.0,10.486891385767791,267,31.0,11.610486891385769
2014-12-18,298,65.0,21.812080536912752,298,66.0,22.14765100671141
2014-12-19,296,74.0,25.0,296,76.0,25.675675675675677
2014-12-20,280,55.0,19.642857142857142,280,55.0,19.642857142857142
2014-12-21,302,74.0,24.503311258278146,302,82.0,27.1523178807947
2014-12-22,305,82.0,26.885245901639344,305,73.0,23.934426229508198
2014-12-23,300,87.0,29.0,300,92.0,30.666666666666668
2014-12-24,265,122.0,46.0377358490566,265,79.0,29.81132075471698
2014-12-25,261,51.0,19.54022988505747,261,33.0,12.64367816091954
2014-12-26,300,35.0,11.666666666666666,300,32.0,10.666666666666666
2014-12-27,281,63.0,22.419928825622776,281,45.0,16.01423487544484
2014-12-28,302,87.0,28.807947019867548,302,38.0,12.582781456953642
2014-12-29,302,70.0,23.178807947019866,302,34.0,11.258278145695364
2014-12-30,299,96.0,32.10702341137124,299,49.0,16.387959866220736
2014-12-31,263,40.0,15.209125475285171,263,32.0,12.167300380228136
